DateOfBirth|DateOfBirthDate|Age
10/27/1992|1992-10-27|26
9/21/2014|2014-09-21|4
6/3/1936|1936-06-03|82
7/12/1994|1994-07-12|24
3/26/1987|1987-03-26|31
6/19/1954|1954-06-19|64
12/16/1977|1977-12-16|41
1/2/2004|2004-01-02|14
3/15/2003|2003-03-15|15
7/15/1976|1976-07-15|42
6/15/1962|1962-06-15|56
12/8/1944|1944-12-08|74
4/17/1976|1976-04-17|42
11/10/2006|2006-11-10|12
1/21/1974|1974-01-21|44
11/11/1991|1991-11-11|27
12/30/1983|1983-12-30|35
3/30/1968|1968-03-30|50
12/1/2010|2010-12-01|8
11/28/2002|2002-11-28|16
4/9/1945|1945-04-09|73
9/3/1959|1959-09-03|59
4/27/2003|2003-04-27|15
12/19/2011|2011-12-19|7
6/8/1990|1990-06-08|28
8/22/1952|1952-08-22|66
9/23/1951|1951-09-23|67
1/30/1980|1980-01-30|38
5/25/1963|1963-05-25|55
5/5/1967|1967-05-05|51
1/27/1955|1955-01-27|63
12/6/1962|1962-12-06|56
2/25/1976|1976-02-25|42
11/18/1991|1991-11-18|27
7/22/1959|1959-07-22|59
5/29/1975|1975-05-29|43
1/21/1988|1988-01-21|30
5/12/1949|1949-05-12|69
11/29/1964|1964-11-29|54
11/22/1998|1998-11-22|20
11/27/1975|1975-11-27|43
9/13/1976|1976-09-13|42
12/16/1946|1946-12-16|72
11/9/1947|1947-11-09|71
11/22/1976|1976-11-22|42
6/22/1953|1953-06-22|65
4/2/1939|1939-04-02|79
1/15/1954|1954-01-15|64
2/11/1935|1935-02-11|83
6/16/1953|1953-06-16|65
1/14/1965|1965-01-14|53
3/1/2008|2008-03-01|10
10/6/1992|1992-10-06|26
1/27/2005|2005-01-27|13
4/13/1995|1995-04-13|23
6/11/1947|1947-06-11|71
8/2/1967|1967-08-02|51
12/17/2002|2002-12-17|16
4/13/1974|1974-04-13|44
11/13/1949|1949-11-13|69
11/1/1933|1933-11-01|85
5/20/1937|1937-05-20|81
7/22/2010|2010-07-22|8
11/21/1937|1937-11-21|81
11/23/1936|1936-11-23|82
5/4/1974|1974-05-04|44
5/25/1985|1985-05-25|33
7/13/1972|1972-07-13|46
5/23/1954|1954-05-23|64
12/16/1934|1934-12-16|84
10/13/1980|1980-10-13|38
6/13/2005|2005-06-13|13
10/1/2003|2003-10-01|15
6/28/2004|2004-06-28|14
6/11/1937|1937-06-11|81
9/13/1983|1983-09-13|35
1/4/2006|2006-01-04|12
10/26/1965|1965-10-26|53
9/25/2009|2009-09-25|9
6/17/1956|1956-06-17|62
10/17/1994|1994-10-17|24
9/10/1974|1974-09-10|44
10/22/1970|1970-10-22|48
5/21/1948|1948-05-21|70
9/11/1945|1945-09-11|73
8/21/2008|2008-08-21|10
5/11/1943|1943-05-11|75
2/10/1941|1941-02-10|77
4/21/2007|2007-04-21|11
6/8/1941|1941-06-08|77
6/11/1966|1966-06-11|52
10/1/1985|1985-10-01|33
9/14/1975|1975-09-14|43
10/5/2001|2001-10-05|17
5/8/2007|2007-05-08|11
4/12/1990|1990-04-12|28
2/8/1960|1960-02-08|58
4/18/1977|1977-04-18|41
6/16/1967|1967-06-16|51
11/3/1959|1959-11-03|59
6/20/1969|1969-06-20|49
8/14/1961|1961-08-14|57
6/3/1993|1993-06-03|25
1/12/2008|2008-01-12|10
7/14/2017|2017-07-14|1
3/25/1947|1947-03-25|71
1/15/1994|1994-01-15|24
9/1/2004|2004-09-01|14
8/15/1970|1970-08-15|48
12/16/1952|1952-12-16|66
12/23/1947|1947-12-23|71
7/12/1946|1946-07-12|72
7/6/1959|1959-07-06|59
4/14/2008|2008-04-14|10
7/13/1936|1936-07-13|82
7/22/1953|1953-07-22|65
3/11/2004|2004-03-11|14
5/23/1972|1972-05-23|46
8/13/1959|1959-08-13|59
11/28/1978|1978-11-28|40
8/11/1977|1977-08-11|41
12/13/1941|1941-12-13|77
4/11/1935|1935-04-11|83
11/20/1970|1970-11-20|48
11/19/2002|2002-11-19|16
1/2/1993|1993-01-02|25
4/9/1956|1956-04-09|62
12/23/1966|1966-12-23|52
2/9/1966|1966-02-09|52
4/10/1939|1939-04-10|79
12/21/1937|1937-12-21|81
5/11/2015|2015-05-11|3
9/29/1998|1998-09-29|20
9/1/1941|1941-09-01|77
8/28/1937|1937-08-28|81
8/3/1950|1950-08-03|68
4/29/1963|1963-04-29|55
7/18/2016|2016-07-18|2
7/18/1938|1938-07-18|80
6/2/1947|1947-06-02|71
1/10/1959|1959-01-10|59
5/21/2016|2016-05-21|2
8/27/1939|1939-08-27|79
2/7/1979|1979-02-07|39
9/17/1968|1968-09-17|50
5/15/1979|1979-05-15|39
3/18/1939|1939-03-18|79
10/27/2016|2016-10-27|2
11/19/1940|1940-11-19|78
8/22/1999|1999-08-22|19
4/4/1987|1987-04-04|31
4/21/2010|2010-04-21|8
2/15/1992|1992-02-15|26
8/26/1973|1973-08-26|45
3/7/1996|1996-03-07|22
8/7/2005|2005-08-07|13
12/19/1941|1941-12-19|77
4/11/1953|1953-04-11|65
11/24/2003|2003-11-24|15
7/13/1944|1944-07-13|74
11/11/2005|2005-11-11|13
5/3/1981|1981-05-03|37
10/30/1936|1936-10-30|82
1/11/1966|1966-01-11|52
10/23/1977|1977-10-23|41
6/25/1948|1948-06-25|70
8/22/1944|1944-08-22|74
2/11/1937|1937-02-11|81
11/11/2004|2004-11-11|14
4/6/2005|2005-04-06|13
9/7/1975|1975-09-07|43
11/8/1996|1996-11-08|22
4/4/1934|1934-04-04|84
3/22/1938|1938-03-22|80
12/19/1967|1967-12-19|51
9/23/1977|1977-09-23|41
8/4/2005|2005-08-04|13
6/18/1999|1999-06-18|19
2/9/1982|1982-02-09|36
12/28/1984|1984-12-28|34
9/5/1990|1990-09-05|28
6/26/1962|1962-06-26|56
2/21/1985|1985-02-21|33
2/8/1983|1983-02-08|35
12/20/1943|1943-12-20|75
7/16/1984|1984-07-16|34
3/6/2013|2013-03-06|5
8/25/1959|1959-08-25|59
10/1/1978|1978-10-01|40
12/25/1992|1992-12-25|26
3/15/1989|1989-03-15|29
3/10/1964|1964-03-10|54
6/4/1959|1959-06-04|59
12/14/1991|1991-12-14|27
9/15/1967|1967-09-15|51
6/26/2014|2014-06-26|4
12/8/2013|2013-12-08|5
1/9/1957|1957-01-09|61
11/6/1995|1995-11-06|23
2/10/1974|1974-02-10|44
12/9/1970|1970-12-09|48
4/6/1981|1981-04-06|37
5/5/1980|1980-05-05|38
8/9/1951|1951-08-09|67
8/7/1939|1939-08-07|79
3/18/1971|1971-03-18|47
2/9/1945|1945-02-09|73
6/25/2003|2003-06-25|15
7/5/1941|1941-07-05|77
11/18/2007|2007-11-18|11
10/23/1996|1996-10-23|22
10/11/1950|1950-10-11|68
10/14/2012|2012-10-14|6
2/18/1992|1992-02-18|26
9/24/1980|1980-09-24|38
5/25/1943|1943-05-25|75
3/21/2002|2002-03-21|16
9/19/2013|2013-09-19|5
11/21/1942|1942-11-21|76
5/12/1966|1966-05-12|52
2/9/1974|1974-02-09|44
6/8/1980|1980-06-08|38
10/21/1952|1952-10-21|66
9/11/1998|1998-09-11|20
9/29/1944|1944-09-29|74
2/14/1967|1967-02-14|51
1/2/1969|1969-01-02|49
9/22/1981|1981-09-22|37
9/12/1982|1982-09-12|36
10/11/1959|1959-10-11|59
2/6/1970|1970-02-06|48
9/5/1995|1995-09-05|23
4/18/1985|1985-04-18|33
11/11/2003|2003-11-11|15
7/2/1948|1948-07-02|70
12/30/1953|1953-12-30|65
10/13/1990|1990-10-13|28
6/2/1942|1942-06-02|76
1/21/1958|1958-01-21|60
6/8/1977|1977-06-08|41
12/12/1971|1971-12-12|47
10/26/1975|1975-10-26|43
2/6/1959|1959-02-06|59
3/7/1957|1957-03-07|61
7/25/1994|1994-07-25|24
1/29/1941|1941-01-29|77
1/21/1981|1981-01-21|37
3/9/1972|1972-03-09|46
11/17/1934|1934-11-17|84
9/14/1967|1967-09-14|51
10/14/1972|1972-10-14|46
12/24/1973|1973-12-24|45
2/11/1974|1974-02-11|44
7/27/2016|2016-07-27|2
11/16/1945|1945-11-16|73
3/3/1936|1936-03-03|82
10/1/1963|1963-10-01|55
2/11/1941|1941-02-11|77
2/3/1986|1986-02-03|32
2/23/2009|2009-02-23|9
1/10/1947|1947-01-10|71
5/21/1933|1933-05-21|85
5/27/1965|1965-05-27|53
2/11/1983|1983-02-11|35
6/14/1966|1966-06-14|52
3/2/1975|1975-03-02|43
3/24/1962|1962-03-24|56
12/1/1968|1968-12-01|50
8/5/2005|2005-08-05|13
2/20/1969|1969-02-20|49
6/22/1999|1999-06-22|19
3/22/1999|1999-03-22|19
4/1/1950|1950-04-01|68
1/13/1969|1969-01-13|49
7/5/1948|1948-07-05|70
8/6/1977|1977-08-06|41
9/14/2005|2005-09-14|13
9/28/1991|1991-09-28|27
2/27/1960|1960-02-27|58
4/15/1998|1998-04-15|20
11/15/1997|1997-11-15|21
11/17/1979|1979-11-17|39
5/17/1958|1958-05-17|60
3/4/1979|1979-03-04|39
6/21/1945|1945-06-21|73
3/16/1972|1972-03-16|46
12/24/1935|1935-12-24|83
2/21/1993|1993-02-21|25
4/21/2016|2016-04-21|2
4/11/1982|1982-04-11|36
10/6/1960|1960-10-06|58
12/16/1984|1984-12-16|34
1/6/1936|1936-01-06|82
10/27/1964|1964-10-27|54
12/10/1956|1956-12-10|62
1/23/2009|2009-01-23|9
8/21/1968|1968-08-21|50
12/8/1980|1980-12-08|38
8/15/1961|1961-08-15|57
3/15/1977|1977-03-15|41
9/15/1977|1977-09-15|41
8/17/1977|1977-08-17|41
4/7/1968|1968-04-07|50
3/20/1954|1954-03-20|64
5/10/1940|1940-05-10|78
9/11/1983|1983-09-11|35
7/21/1965|1965-07-21|53
11/26/2000|2000-11-26|18
10/21/1946|1946-10-21|72
3/17/2007|2007-03-17|11
3/8/1961|1961-03-08|57
7/1/1956|1956-07-01|62
8/9/2005|2005-08-09|13
10/25/1945|1945-10-25|73
4/8/1951|1951-04-08|67
8/13/1961|1961-08-13|57
2/28/1988|1988-02-28|30
12/16/1989|1989-12-16|29
2/27/1942|1942-02-27|76
1/30/2005|2005-01-30|13
12/7/2006|2006-12-07|12
2/26/1985|1985-02-26|33
5/15/2016|2016-05-15|2
12/13/1976|1976-12-13|42
11/13/1985|1985-11-13|33
11/20/1944|1944-11-20|74
1/27/1981|1981-01-27|37
4/26/1938|1938-04-26|80
7/10/2013|2013-07-10|5
6/3/1971|1971-06-03|47
2/9/1968|1968-02-09|50
2/5/1956|1956-02-05|62
1/3/1981|1981-01-03|37
12/8/1938|1938-12-08|80
4/29/1957|1957-04-29|61
9/17/1961|1961-09-17|57
3/6/1986|1986-03-06|32
1/15/2017|2017-01-15|1
3/23/1961|1961-03-23|57
3/23/1946|1946-03-23|72
1/27/1979|1979-01-27|39
10/5/1961|1961-10-05|57
2/5/1951|1951-02-05|67
4/10/1941|1941-04-10|77
8/14/1991|1991-08-14|27
11/27/1979|1979-11-27|39
4/3/1964|1964-04-03|54
3/26/1989|1989-03-26|29
11/24/1963|1963-11-24|55
9/7/1976|1976-09-07|42
10/1/1941|1941-10-01|77
5/17/1939|1939-05-17|79
10/27/2011|2011-10-27|7
6/17/1967|1967-06-17|51
1/7/1958|1958-01-07|60
12/16/2017|2017-12-16|1
1/4/1939|1939-01-04|79
11/23/1987|1987-11-23|31
9/13/1971|1971-09-13|47
12/16/2015|2015-12-16|3
3/30/1960|1960-03-30|58
6/14/1945|1945-06-14|73
5/1/1950|1950-05-01|68
12/14/2015|2015-12-14|3
3/23/1953|1953-03-23|65
6/2/1999|1999-06-02|19
1/7/1963|1963-01-07|55
2/15/1981|1981-02-15|37
8/16/1995|1995-08-16|23
11/21/2017|2017-11-21|1
9/28/1942|1942-09-28|76
3/16/1961|1961-03-16|57
12/27/1991|1991-12-27|27
11/26/1993|1993-11-26|25
12/2/1970|1970-12-02|48
7/30/2015|2015-07-30|3
9/1/1971|1971-09-01|47
8/27/1998|1998-08-27|20
9/2/1951|1951-09-02|67
4/14/1950|1950-04-14|68
6/15/1958|1958-06-15|60
1/23/2004|2004-01-23|14
10/12/1980|1980-10-12|38
8/8/1963|1963-08-08|55
2/6/1962|1962-02-06|56
10/3/1974|1974-10-03|44
5/2/1992|1992-05-02|26
2/15/1938|1938-02-15|80
6/20/1970|1970-06-20|48
8/27/1965|1965-08-27|53
5/4/1956|1956-05-04|62
11/17/1986|1986-11-17|32
9/15/2007|2007-09-15|11
10/29/1964|1964-10-29|54
7/10/1992|1992-07-10|26
12/16/2009|2009-12-16|9
10/20/2017|2017-10-20|1
1/28/1946|1946-01-28|72
7/24/2016|2016-07-24|2
1/20/1948|1948-01-20|70
7/27/1945|1945-07-27|73
1/24/1999|1999-01-24|19
12/15/1991|1991-12-15|27
9/27/1994|1994-09-27|24
7/15/1935|1935-07-15|83
8/3/2002|2002-08-03|16
9/16/1939|1939-09-16|79
7/29/1984|1984-07-29|34
2/18/1938|1938-02-18|80
5/22/1970|1970-05-22|48
2/22/1990|1990-02-22|28
4/29/1966|1966-04-29|52
3/12/1954|1954-03-12|64
8/6/2006|2006-08-06|12
6/22/1945|1945-06-22|73
5/7/2010|2010-05-07|8
9/23/1964|1964-09-23|54
3/15/1979|1979-03-15|39
12/13/1950|1950-12-13|68
9/24/1944|1944-09-24|74
8/9/1979|1979-08-09|39
5/13/1982|1982-05-13|36
7/20/1975|1975-07-20|43
6/29/2000|2000-06-29|18
2/15/1970|1970-02-15|48
9/12/1938|1938-09-12|80
1/6/1999|1999-01-06|19
11/8/2007|2007-11-08|11
1/28/1977|1977-01-28|41
9/17/1940|1940-09-17|78
12/7/1990|1990-12-07|28
9/22/1989|1989-09-22|29
11/20/1943|1943-11-20|75
1/23/2000|2000-01-23|18
2/16/1992|1992-02-16|26
8/27/1985|1985-08-27|33
12/13/1972|1972-12-13|46
6/29/2006|2006-06-29|12
3/30/1947|1947-03-30|71
4/20/1999|1999-04-20|19
10/21/2005|2005-10-21|13
4/1/2017|2017-04-01|1
12/17/1961|1961-12-17|57
4/1/2001|2001-04-01|17
3/8/1960|1960-03-08|58
1/9/1963|1963-01-09|55
4/16/1962|1962-04-16|56
10/26/1993|1993-10-26|25
2/5/1948|1948-02-05|70
6/22/2003|2003-06-22|15
12/30/1993|1993-12-30|25
6/22/1936|1936-06-22|82
3/3/1967|1967-03-03|51
8/1/1990|1990-08-01|28
10/1/1973|1973-10-01|45
1/22/2016|2016-01-22|2
8/8/1967|1967-08-08|51
6/11/2007|2007-06-11|11
4/11/1962|1962-04-11|56
8/10/1943|1943-08-10|75
11/12/1981|1981-11-12|37
9/9/1954|1954-09-09|64
3/7/1938|1938-03-07|80
11/11/2011|2011-11-11|7
4/10/1933|1933-04-10|85
10/3/1995|1995-10-03|23
12/4/2013|2013-12-04|5
7/1/1994|1994-07-01|24
9/11/1985|1985-09-11|33
4/25/1971|1971-04-25|47
10/7/1965|1965-10-07|53
12/27/1945|1945-12-27|73
6/15/1937|1937-06-15|81
2/10/2016|2016-02-10|2
4/21/1959|1959-04-21|59
12/22/1947|1947-12-22|71
5/20/2014|2014-05-20|4
7/30/1933|1933-07-30|85
5/30/1974|1974-05-30|44
10/1/2005|2005-10-01|13
9/13/1967|1967-09-13|51
9/3/1990|1990-09-03|28
4/13/1996|1996-04-13|22
5/4/1957|1957-05-04|61
12/17/1964|1964-12-17|54
7/15/1961|1961-07-15|57
6/15/1946|1946-06-15|72
7/22/1952|1952-07-22|66
5/29/1989|1989-05-29|29
12/22/1975|1975-12-22|43
1/24/1976|1976-01-24|42
8/26/1983|1983-08-26|35
12/11/2012|2012-12-11|6
1/26/1969|1969-01-26|49
5/12/2006|2006-05-12|12
9/19/1943|1943-09-19|75
9/5/1955|1955-09-05|63
8/5/1978|1978-08-05|40
7/16/1947|1947-07-16|71
5/6/2003|2003-05-06|15
9/12/1945|1945-09-12|73
3/9/2013|2013-03-09|5
9/5/1973|1973-09-05|45
5/10/1962|1962-05-10|56
8/21/1945|1945-08-21|73
1/28/1937|1937-01-28|81
4/22/1991|1991-04-22|27
4/13/1951|1951-04-13|67
6/1/2006|2006-06-01|12
2/14/1949|1949-02-14|69
9/22/1948|1948-09-22|70
6/13/1970|1970-06-13|48
8/30/1989|1989-08-30|29
9/18/2003|2003-09-18|15
4/13/1961|1961-04-13|57
12/9/1963|1963-12-09|55
3/19/1953|1953-03-19|65
6/5/2010|2010-06-05|8
6/13/1953|1953-06-13|65
9/23/1956|1956-09-23|62
7/16/2015|2015-07-16|3
7/22/1980|1980-07-22|38
7/16/1936|1936-07-16|82
7/17/1980|1980-07-17|38
5/23/1990|1990-05-23|28
10/5/1982|1982-10-05|36
7/9/2008|2008-07-09|10
6/11/2011|2011-06-11|7
4/4/1978|1978-04-04|40
11/14/1983|1983-11-14|35
2/15/1947|1947-02-15|71
11/1/1995|1995-11-01|23
11/15/1964|1964-11-15|54
8/2/1944|1944-08-02|74
8/26/1951|1951-08-26|67
9/11/1990|1990-09-11|28
12/25/1996|1996-12-25|22
3/19/2005|2005-03-19|13
5/10/2012|2012-05-10|6
6/8/2007|2007-06-08|11
12/15/1968|1968-12-15|50
3/6/1989|1989-03-06|29
1/16/1973|1973-01-16|45
6/20/1986|1986-06-20|32
12/30/1989|1989-12-30|29
3/25/2007|2007-03-25|11
5/16/1945|1945-05-16|73
2/21/2006|2006-02-21|12
10/4/1943|1943-10-04|75
4/27/1943|1943-04-27|75
5/27/1990|1990-05-27|28
6/6/1962|1962-06-06|56
10/1/1939|1939-10-01|79
2/9/1965|1965-02-09|53
1/6/1961|1961-01-06|57
10/26/2008|2008-10-26|10
10/28/1952|1952-10-28|66
8/11/2007|2007-08-11|11
10/28/1988|1988-10-28|30
10/9/1962|1962-10-09|56
10/9/1992|1992-10-09|26
4/7/1997|1997-04-07|21
2/13/2006|2006-02-13|12
10/9/1968|1968-10-09|50
2/19/1934|1934-02-19|84
7/20/1955|1955-07-20|63
7/15/1943|1943-07-15|75
12/7/1999|1999-12-07|19
6/5/1992|1992-06-05|26
2/24/1982|1982-02-24|36
8/21/2000|2000-08-21|18
2/9/1953|1953-02-09|65
9/1/1987|1987-09-01|31
8/23/1955|1955-08-23|63
12/26/1993|1993-12-26|25
11/18/1940|1940-11-18|78
6/20/1980|1980-06-20|38
7/3/1946|1946-07-03|72
7/27/2008|2008-07-27|10
3/16/2009|2009-03-16|9
9/7/1960|1960-09-07|58
6/8/1945|1945-06-08|73
1/16/1934|1934-01-16|84
3/9/1952|1952-03-09|66
3/3/1940|1940-03-03|78
5/18/2003|2003-05-18|15
12/2/1990|1990-12-02|28
5/28/1940|1940-05-28|78
11/14/1976|1976-11-14|42
11/4/1951|1951-11-04|67
5/27/1995|1995-05-27|23
3/22/1995|1995-03-22|23
3/10/1946|1946-03-10|72
3/21/1988|1988-03-21|30
3/21/1935|1935-03-21|83
4/22/1937|1937-04-22|81
8/5/2006|2006-08-05|12
7/16/1985|1985-07-16|33
11/19/1979|1979-11-19|39
7/22/2014|2014-07-22|4
6/20/1952|1952-06-20|66
6/29/1998|1998-06-29|20
8/15/1937|1937-08-15|81
9/4/2007|2007-09-04|11
7/21/1982|1982-07-21|36
2/9/2002|2002-02-09|16
1/3/1935|1935-01-03|83
3/26/1993|1993-03-26|25
8/27/1935|1935-08-27|83
8/6/1980|1980-08-06|38
11/4/1972|1972-11-04|46
6/8/1976|1976-06-08|42
2/12/1945|1945-02-12|73
7/29/2007|2007-07-29|11
11/10/1934|1934-11-10|84
1/6/1981|1981-01-06|37
1/30/1945|1945-01-30|73
2/19/1961|1961-02-19|57
11/22/1991|1991-11-22|27
7/13/2009|2009-07-13|9
5/14/2010|2010-05-14|8
7/25/1956|1956-07-25|62
6/18/1959|1959-06-18|59
11/7/1984|1984-11-07|34
9/24/1992|1992-09-24|26
9/28/2008|2008-09-28|10
10/11/1946|1946-10-11|72
8/7/1937|1937-08-07|81
8/3/2017|2017-08-03|1
10/29/2002|2002-10-29|16
6/3/1981|1981-06-03|37
2/24/2017|2017-02-24|1
11/15/1933|1933-11-15|85
6/23/1938|1938-06-23|80
7/29/1988|1988-07-29|30
7/8/2017|2017-07-08|1
9/4/1936|1936-09-04|82
2/26/1994|1994-02-26|24
9/16/2012|2012-09-16|6
4/7/1949|1949-04-07|69
2/7/2004|2004-02-07|14
10/8/1963|1963-10-08|55
7/25/1996|1996-07-25|22
12/26/1935|1935-12-26|83
4/1/1994|1994-04-01|24
11/4/2014|2014-11-04|4
10/13/1979|1979-10-13|39
6/15/1993|1993-06-15|25
8/25/1999|1999-08-25|19
2/22/2002|2002-02-22|16
5/29/2013|2013-05-29|5
12/18/1993|1993-12-18|25
10/24/1964|1964-10-24|54
6/23/1972|1972-06-23|46
12/2/1936|1936-12-02|82
4/19/2003|2003-04-19|15
3/25/1934|1934-03-25|84
3/5/1939|1939-03-05|79
12/13/1987|1987-12-13|31
5/22/1948|1948-05-22|70
10/5/1936|1936-10-05|82
11/19/1994|1994-11-19|24
5/19/2001|2001-05-19|17
5/7/2011|2011-05-07|7
5/1/1985|1985-05-01|33
9/19/1988|1988-09-19|30
8/29/1964|1964-08-29|54
12/14/1993|1993-12-14|25
6/10/1952|1952-06-10|66
9/2/1978|1978-09-02|40
7/23/2012|2012-07-23|6
6/11/2017|2017-06-11|1
1/17/1989|1989-01-17|29
9/28/1947|1947-09-28|71
9/26/1941|1941-09-26|77
9/3/2014|2014-09-03|4
1/27/2006|2006-01-27|12
3/18/2010|2010-03-18|8
9/17/1994|1994-09-17|24
3/9/1989|1989-03-09|29
11/19/1942|1942-11-19|76
8/3/1940|1940-08-03|78
2/10/1937|1937-02-10|81
3/11/1990|1990-03-11|28
2/6/1943|1943-02-06|75
9/26/1962|1962-09-26|56
2/11/2015|2015-02-11|3
2/5/2005|2005-02-05|13
10/7/1982|1982-10-07|36
6/18/1938|1938-06-18|80
10/17/2001|2001-10-17|17
8/18/1975|1975-08-18|43
7/1/1997|1997-07-01|21
6/3/1942|1942-06-03|76
6/11/1984|1984-06-11|34
7/28/1967|1967-07-28|51
6/13/1962|1962-06-13|56
9/27/2004|2004-09-27|14
4/29/1940|1940-04-29|78
7/1/1984|1984-07-01|34
12/13/1994|1994-12-13|24
9/7/1971|1971-09-07|47
5/2/1950|1950-05-02|68
4/25/1980|1980-04-25|38
1/21/1962|1962-01-21|56
3/30/1958|1958-03-30|60
2/1/1996|1996-02-01|22
1/18/1976|1976-01-18|42
7/18/1954|1954-07-18|64
3/16/2014|2014-03-16|4
12/25/2007|2007-12-25|11
5/27/1949|1949-05-27|69
1/21/1993|1993-01-21|25
11/1/1951|1951-11-01|67
11/1/1934|1934-11-01|84
9/12/1985|1985-09-12|33
4/23/1971|1971-04-23|47
5/25/1955|1955-05-25|63
6/8/1948|1948-06-08|70
10/3/1968|1968-10-03|50
5/10/2004|2004-05-10|14
10/30/1994|1994-10-30|24
1/20/2008|2008-01-20|10
6/10/1978|1978-06-10|40
11/3/1968|1968-11-03|50
2/6/2001|2001-02-06|17
12/30/1965|1965-12-30|53
7/19/1937|1937-07-19|81
1/10/1971|1971-01-10|47
1/3/2007|2007-01-03|11
3/14/1935|1935-03-14|83
11/26/1991|1991-11-26|27
7/9/1969|1969-07-09|49
9/26/1944|1944-09-26|74
5/13/1945|1945-05-13|73
6/14/1961|1961-06-14|57
8/9/1960|1960-08-09|58
6/29/1962|1962-06-29|56
8/14/1962|1962-08-14|56
5/21/1954|1954-05-21|64
1/28/1960|1960-01-28|58
3/6/1971|1971-03-06|47
7/23/1941|1941-07-23|77
12/4/2007|2007-12-04|11
9/21/1995|1995-09-21|23
1/5/1984|1984-01-05|34
4/12/1970|1970-04-12|48
8/27/1945|1945-08-27|73
3/4/1957|1957-03-04|61
7/21/1962|1962-07-21|56
8/23/2015|2015-08-23|3
8/10/1942|1942-08-10|76
4/24/1951|1951-04-24|67
9/4/1975|1975-09-04|43
1/10/1933|1933-01-10|85
2/20/1962|1962-02-20|56
11/25/1991|1991-11-25|27
2/25/1973|1973-02-25|45
8/23/2010|2010-08-23|8
6/28/2008|2008-06-28|10
10/18/1945|1945-10-18|73
4/20/1965|1965-04-20|53
4/28/1980|1980-04-28|38
9/8/1990|1990-09-08|28
11/28/1981|1981-11-28|37
11/6/2010|2010-11-06|8
8/13/1990|1990-08-13|28
3/15/1933|1933-03-15|85
5/24/2003|2003-05-24|15
11/22/1977|1977-11-22|41
7/4/1993|1993-07-04|25
7/26/2001|2001-07-26|17
1/4/2005|2005-01-04|13
2/16/1971|1971-02-16|47
5/5/2001|2001-05-05|17
7/3/1942|1942-07-03|76
6/25/1974|1974-06-25|44
6/24/1991|1991-06-24|27
7/7/1979|1979-07-07|39
11/1/1998|1998-11-01|20
12/12/1983|1983-12-12|35
8/29/1988|1988-08-29|30
6/1/1933|1933-06-01|85
1/15/1963|1963-01-15|55
7/6/1942|1942-07-06|76
11/25/2005|2005-11-25|13
11/9/2010|2010-11-09|8
2/5/1976|1976-02-05|42
12/10/1960|1960-12-10|58
7/27/2010|2010-07-27|8
9/24/1951|1951-09-24|67
5/23/2003|2003-05-23|15
6/23/2015|2015-06-23|3
12/15/2002|2002-12-15|16
2/17/1959|1959-02-17|59
12/28/1966|1966-12-28|52
8/5/1956|1956-08-05|62
1/15/1937|1937-01-15|81
7/1/1937|1937-07-01|81
7/19/1985|1985-07-19|33
1/9/1965|1965-01-09|53
7/10/1958|1958-07-10|60
6/11/1995|1995-06-11|23
3/2/2005|2005-03-02|13
1/9/1983|1983-01-09|35
1/3/1997|1997-01-03|21
10/28/1951|1951-10-28|67
4/17/2017|2017-04-17|1
1/26/1983|1983-01-26|35
4/4/1985|1985-04-04|33
11/18/1942|1942-11-18|76
12/4/1979|1979-12-04|39
1/16/2013|2013-01-16|5
8/30/1960|1960-08-30|58
1/10/1939|1939-01-10|79
9/13/2008|2008-09-13|10
4/13/1971|1971-04-13|47
6/4/2012|2012-06-04|6
3/2/1990|1990-03-02|28
5/14/2014|2014-05-14|4
11/2/1957|1957-11-02|61
8/2/1953|1953-08-02|65
5/17/2016|2016-05-17|2
1/25/1947|1947-01-25|71
8/9/1956|1956-08-09|62
5/2/1989|1989-05-02|29
8/13/1965|1965-08-13|53
10/8/1975|1975-10-08|43
2/4/1966|1966-02-04|52
10/14/1961|1961-10-14|57
5/18/1961|1961-05-18|57
4/28/1999|1999-04-28|19
2/2/1966|1966-02-02|52
12/15/1975|1975-12-15|43
4/9/1950|1950-04-09|68
2/7/1943|1943-02-07|75
1/8/1942|1942-01-08|76
2/28/2004|2004-02-28|14
2/19/1968|1968-02-19|50
2/23/1946|1946-02-23|72
11/6/1969|1969-11-06|49
1/11/1986|1986-01-11|32
2/3/1994|1994-02-03|24
10/12/1950|1950-10-12|68
6/29/1989|1989-06-29|29
12/22/1992|1992-12-22|26
10/18/1944|1944-10-18|74
10/12/1947|1947-10-12|71
4/3/1942|1942-04-03|76
5/29/1933|1933-05-29|85
11/9/1946|1946-11-09|72
4/18/2005|2005-04-18|13
9/19/2015|2015-09-19|3
6/6/1992|1992-06-06|26
1/16/1943|1943-01-16|75
5/28/1956|1956-05-28|62
8/12/1974|1974-08-12|44
7/5/1987|1987-07-05|31
9/17/2010|2010-09-17|8
3/15/1997|1997-03-15|21
5/27/1984|1984-05-27|34
8/8/1982|1982-08-08|36
4/27/2012|2012-04-27|6
5/6/2001|2001-05-06|17
5/25/1984|1984-05-25|34
9/1/1935|1935-09-01|83
3/14/1936|1936-03-14|82
8/24/1962|1962-08-24|56
11/10/1967|1967-11-10|51
10/22/1939|1939-10-22|79
9/6/1954|1954-09-06|64
3/18/1999|1999-03-18|19
6/24/2015|2015-06-24|3
